running_num	fish_id	id_date	common_name	length	id_notes
1002	G.F.MG.03.095	4/29/2019	longnose killifish	47	
1003	G.F.MG.03.096	4/29/2019	longnose killifish	55	
1004	G.F.MG.03.097	4/29/2019	longnose killifish	49	
1005	G.F.MG.03.098	4/29/2019	longnose killifish	57	
1006	G.F.MG.03.099	4/29/2019	longnose killifish	34	
1007	G.F.MG.03.100	4/29/2019	longnose killifish	48	
1008	G.F.MG.03.101	4/29/2019	longnose killifish	30	
1009	G.F.MG.03.102	4/29/2019	longnose killifish	46	
1010	G.F.MG.03.103	4/29/2019	longnose killifish	41	
1011	G.F.MG.03.104	4/29/2019	longnose killifish	47	
1012	G.F.MG.03.105	4/29/2019	longnose killifish	50	
1013	G.F.MG.03.106	4/29/2019	longnose killifish	52	
1014	G.F.MG.03.107	4/29/2019	longnose killifish	45	
1015	G.F.MG.03.108	4/29/2019	longnose killifish	52	
1016	G.F.MG.03.109	4/29/2019	longnose killifish	37	
1017	G.F.MG.03.110	4/29/2019	longnose killifish	46	
1018	G.F.MG.03.111	4/29/2019	longnose killifish	43	
1019	G.F.MG.03.112	4/29/2019	longnose killifish	54	
1020	G.F.MG.03.113	4/29/2019	longnose killifish	48	
1021	G.F.MG.03.114	4/29/2019	diamond killifish	18	
1022	G.F.MG.03.115	4/29/2019	diamond killifish	22	
1023	G.F.MG.03.116	4/29/2019	diamond killifish	23	
1024	G.F.MG.03.117		diamond killifish	24	
1025	G.F.MG.03.118		diamond killifish	21	
1026	G.F.MG.03.119		diamond killifish	19	
1027	G.F.MG.03.120		diamond killifish	19	
1028	G.F.MG.03.121		diamond killifish	20	
1029	G.F.MG.03.122		diamond killifish	21	
1030	G.F.MG.03.123		diamond killifish	22	
1031	G.F.MG.03.124		diamond killifish	18	
1032	G.F.MG.03.125		diamond killifish	19	
1033	G.F.MG.03.126		diamond killifish	18	
1034	G.F.MG.03.127		diamond killifish	17	
1035	G.F.MG.03.128		diamond killifish	18	
1036	G.F.MG.03.129		diamond killifish	18	
1037	G.F.MG.03.130		diamond killifish	20	
1038	G.F.MG.03.131		diamond killifish	20	
1039	G.F.MG.03.132		diamond killifish	20	
1040	G.F.MG.03.133		diamond killifish	22	
1041	G.F.SA.02.028		gulf killifish	50	
1042	G.F.SA.02.029		sheepshead minnow	26	
1043	G.F.SA.02.030		gulf killifish	32	
1044	G.F.SA.02.031		gulf killifish	36	
1045	G.F.SA.02.032		gulf killifish	28	
1046	G.F.SA.02.033		gulf killifish	33	
1047	G.F.SA.02.034		gulf killifish	32	
1048	G.F.SA.02.035		gulf killifish	36	
1049	G.F.SA.02.036		sailfin molly	29	
1050	G.F.SA.02.037		red drum	31	
1051	G.F.SA.02.038		red drum	36	
1052	G.F.SA.02.039		atlantic croaker	17	
1053	G.F.SA.02.040		atlantic croaker	16	
1054	G.F.SA.02.041		atlantic croaker	18	
1055	G.F.SA.02.042		atlantic croaker	15	
1056	G.F.SA.02.043		atlantic croaker	16	
1057	G.F.SA.02.044		atlantic croaker	15	
1058	G.F.SA.02.045		atlantic croaker	15	
1059	G.F.SA.02.046		atlantic croaker	18	
1060	G.F.SA.02.047		atlantic croaker	14	
1061	G.F.SA.02.048		atlantic croaker	12	
1062	G.F.SA.02.049		atlantic croaker	17	
1063	G.F.SA.02.050		atlantic croaker	14	
1064	G.F.SA.02.051		red drum	13	
1065	G.F.SA.02.052		atlantic croaker	16	
1066	G.F.SA.03.065		rainwater killifish	27	
1067	G.F.SA.03.066		rainwater killifish	18	
1068	G.F.SA.03.067		gulf killifish	49	
1069	G.F.SA.03.068		gulf killifish	58	
1070	G.F.SA.03.069		gulf killifish	49	
1071	G.F.SA.03.070		gulf killifish	61	
1072	G.F.SA.03.071		gulf killifish	47	
1073	G.F.SA.03.072		gulf killifish	42	
1074	G.F.SA.03.073		gulf killifish	42	
1075	G.F.SA.03.074		gulf killifish	39	
1076	G.F.SA.03.075		gulf killifish	39	
1077	G.F.SA.03.076		gulf killifish	45	
1078	G.F.SA.03.077		gulf killifish	56	
1079	G.F.SA.03.078		gulf killifish	67	
1080	G.F.SA.03.079		gulf killifish	41	
1081	G.F.SA.03.080		gulf killifish	53	
1082	G.F.SA.03.081		gulf killifish	53	
1083	G.F.SA.03.082		gulf killifish	51	
1084	G.F.SA.03.083		gulf killifish	48	
1085	G.F.SA.03.084		gulf killifish	66	
1086	G.F.SA.03.085		gulf killifish	44	
1087	G.F.SA.03.086		gulf killifish	69	
1088	G.F.SA.03.087		sheepshead minnow	28	
1089	G.F.SA.03.088		sailfin molly	38	
1090	G.F.SA.03.089		sailfin molly	43	
1091	G.F.SA.03.090		sailfin molly	34	
1092	G.F.AR.02.058		goby	18	
1093	G.F.AR.02.059		goby	18	
1094	G.F.AR.02.060		goby	17	
1095	G.F.AR.02.061		goby	15	
1096	G.F.AR.02.062		goby	19	
1097	G.F.AR.02.063		goby	19	
1098	G.F.AR.02.064		goby	25	"D V-11, A 11, no fused pelvic fin"
1099	G.F.AR.02.065		code goby	28	"D VII-12, A 10, fused pelvic fins"
1100	G.F.AR.02.066		spotted whiff	12	
1101	G.F.MG.01.101		blackcheek tonguefish	22	
1102	G.F.MG.01.102		goby	25	"D VI-12, A 10, no fused pelvic fin"
1103	G.F.MG.01.103		goby	19	
1104	G.F.MG.01.104		goby	12	
1105	G.F.MG.01.105		goby	12	
1106	G.F.MG.01.106		goby	16	
1107	G.F.MG.01.107		atlantic croaker	17	
1108	G.F.MG.01.108		atlantic croaker	18	
1109	G.F.MG.01.109		goby	19	
1110	G.F.MG.01.110		goby	18	
1111	G.F.MG.01.111		goby	19	
1112	G.F.MG.01.112		goby	19	
1113	G.F.MG.01.113		code goby	21	"D6 D VI-11, A-10, fused pelvic fin"
1114	G.F.MG.01.114		code goby	24	"D6 D VI-11, A-14, no fused pelvic fin"
1115	G.F.MG.02.128		blackcheek tonguefish	25	
1116	G.F.MG.02.129		blackcheek tonguefish	23	
1117	G.F.MG.02.130		blackcheek tonguefish	17	
1118	G.F.MG.02.131		goby	17	
1119	G.F.MG.02.132		goby	15	
1120	G.F.MG.02.133		goby	19	
1121	G.F.MG.02.134		goby	22	
1122	G.F.MG.02.135		goby	23	
1123	G.F.MG.02.136		goby	24	
1124	G.F.MG.02.137		goby	24	"D6 DCII-11, A-12, no fused pelvic"
1125	G.F.MG.02.138		goby	24	"D6 DVII-11, A-"
1126	G.F.SA.01.066		goby	17	
1127	G.F.SA.02.054		pinfish	63	
1128	G.F.SA.02.055		blackcheek tonguefish	24	
1129	G.F.SA.02.056		blackcheek tonguefish	21	
1130	G.F.SA.02.057		freckled blenny	23	"D XI D 17, A II A 19"
1131	G.F.SA.02.058		freckled blenny	24	
1132	G.F.SA.02.059		goby	14	
1133	G.F.SA.02.060		goby	15	
1134	G.F.SA.02.061		goby	15	
1135	G.F.SA.02.062		goby	15	
1136	G.F.SA.02.063		goby	15	
1137	G.F.SA.02.064		goby	15	
1138	G.F.SA.02.065		goby	18	
1139	G.F.SA.02.066		goby	13	
1140	G.F.SA.02.067		goby	19	
1141	G.F.SA.02.068		goby	14	
1142	G.F.SA.02.069		goby	17	
1143	G.F.SA.02.070		goby	13	
1144	G.F.SA.02.071		goby	17	
1145	G.F.SA.02.072		goby	21	"D VIII + 12, A 10"
1146	G.F.SA.02.073		goby	19	
1147	G.F.SA.02.074		goby	15	
1148	G.F.SA.02.075		code goby	20	"D VI-12, A 10, fused"
1149	G.F.SA.02.076		goby	18	
1150	G.F.SA.02.077		goby	19	
1151	G.F.SA.02.078		goby	19	
1152	G.F.SA.02.079		code goby	20	"D VI-11/12, A 10, fused"
1153	G.F.SA.02.080		goby	15	
1154	G.F.AR.01.054		code goby	29	"D VII-12, A 10 fused"
1155	G.F.AR.01.055		goby	19	
1156	G.F.AR.01.056		goby	18	
1157	G.F.AR.01.057		goby	19	
1158	G.F.AR.01.058		code goby	20	"D VI-11, A 10, fused"
1159	G.F.AR.01.059		code goby	22	"D VI-11, A 10, fused"
1160	G.F.AR.01.060		code goby	21	"D VII-11, A 10, fused"
1161	G.F.AR.01.061		goby	23	"D VI-10, A 9, not fused"
1162	G.F.AR.01.062		blackcheek tonguefish	31	
1163	G.F.AR.01.063		sheepshead	70	
1164	G.F.AR.01.064		bighead searobin	13	
1165	G.F.BF.02.141		spotted seatrout	70	
1166	G.F.BF.02.142		spotted seatrout	65	
1167	G.F.BF.02.143		spotted seatrout	76	
1168	G.F.BF.02.144		spotted seatrout	71	
1169	G.F.BF.02.145		spotted seatrout	95	
1170	G.F.AR.01.018		neon goby	18	
1171	G.F.AR.01.019		neon goby	20	
1172	G.F.AR.01.020		naked goby	24	
1173	G.F.AR.01.021		frillfin goby	19	
1174	G.F.AR.01.022		goby	18	
1175	G.F.AR.01.023		goby	19	
1176	G.F.AR.01.024		goby	17	
1177	G.F.AR.01.025		goby	23	
1178	G.F.AR.01.026		goby	17	
1179	G.F.AR.01.027		goby	20	
1180	G.F.AR.01.028		goby	25	
1181	G.F.AR.01.029		goby	25	
1182	G.W.AR.01.002		silverside	36	
1183	G.W.AR.01.003		silverside	55	
1184	G.W.AR.01.001		silverside	48	
1185	G.W.AR.01.018		silverside	42	
1186	G.W.AR.01.020		silverside	42	guts coming out
1187	G.W.AR.01.021		silverside	37	
1188	G.W.AR.01.007		silverside	57	
1189	G.W.AR.01.004		silverside	45	
1190	G.W.AR.01.005		silverside	31	guts coming out
1191	G.W.AR.01.006		silverside	40	laid eggs
1192	G.W.AR.01.008		silverside	42	
1193	G.W.AR.01.013		silverside	50	
1194	G.W.AR.01.009		silverside	53	
1195	G.W.AR.01.011		silverside	31	
1196	G.W.AR.01.010		silverside	47	
1197	G.W.AR.01.019		silverside	49	
1198	G.W.AR.01.012		silverside	44	guts coming out
1199	G.W.AR.01.017		silverside	42	
1200	G.W.AR.01.014		silverside	54	
1201	G.W.AR.01.016		silverside	44	
1202	G.W.AR.01.015		silverside	38	
1203	G.W.AR.02.023		silverside	45	
1204	G.W.AR.02.022		silverside	52	
1205	G.W.AR.02.021		silverside	63	
1206	G.W.AR.02.012		silverside	37	
1207	G.W.AR.02.011		silverside	38	
1208	G.W.AR.02.015		silverside	32	
1209	G.W.AR.02.014		silverside	60	
1210	G.W.AR.02.013		silverside	42	
1211	G.W.AR.02.006		silverside	36	
1212	G.W.AR.02.005		silverside	37	
1213	G.W.AR.02.008		silverside	41	
1214	G.W.AR.02.002		silverside	38	
1215	G.W.AR.02.001		silverside	68	
1216	G.W.AR.02.003		silverside	33	
1217	G.W.AR.02.010		silverside	39	
1218	G.W.AR.02.020		silverside	35	
1219	G.W.AR.02.019		silverside	23	guts coming out
1220	G.W.AR.02.018		silverside	38	
1221	G.W.AR.02.004		silverside	28	
1222	G.W.AR.02.016		silverside	40	
1223	G.W.AR.02.017		silverside	68	
1224	G.W.AR.02.009		silverside	38	
1225	G.W.AR.02.007		silverside	42	
1226	G.W.AR.03.001		silverside	45	
1227	G.W.AR.03.002		silverside	37	
1228	G.W.AR.03.003		silverside	56	
1229	G.W.AR.03.004		silverside	43	
1230	G.W.AR.03.005		silverside	39	
1231	G.W.AR.03.006		silverside	39	
1232	G.W.AR.03.007		silverside	42	
1233	G.W.AR.03.008		silverside	40	
1234	G.W.AR.03.009		silverside	25	
1235	G.W.AR.03.010		silverside	41	
1236	G.W.AR.03.011		silverside	41	
1237	G.W.AR.03.012		silverside	50	
1238	G.W.AR.03.013		silverside	40	
1239	G.W.AR.03.014		silverside	47	
1240	G.W.AR.03.015		silverside	46	
1241	G.W.AR.03.016		silverside	51	
1242	G.W.AR.03.017		silverside	41	
1243	G.W.AR.03.018		silverside	52	
1244	G.W.AR.03.019		silverside	37	
1245	G.W.AR.03.020		silverside	45	
1246	G.W.MG.01.001		silverside	50	
1247	G.W.MG.01.002		silverside	48	
1248	G.W.MG.01.003		silverside	76	
1249	G.W.MG.01.004		silverside	68	
1250	G.W.MG.01.005		silverside	65	
1251	G.W.MG.01.006		silverside	60	
1252	G.W.MG.01.007		silverside	50	
1253	G.W.MG.01.008		silverside	77	
1254	G.W.MG.01.009		silverside	63	
1255	G.W.MG.01.010		silverside	60	
1256	G.W.MG.01.011		silverside	65	
1257	G.W.MG.01.012		silverside	67	
1258	G.W.MG.01.013		silverside	47	
1259	G.W.MG.01.014		silverside	62	
1260	G.W.MG.01.015		silverside	62	
1261	G.W.MG.01.016		silverside	48	
1262	G.W.MG.01.017		silverside	66	
1263	G.W.MG.01.018		silverside	65	
1264	G.W.MG.01.019		silverside	61	
1265	G.W.MG.01.020		silverside	65	
1266	G.W.MG.02.001		silverside	51	
1267	G.W.MG.02.002		silverside	55	
1268	G.W.MG.02.003		silverside	50	
1269	G.W.MG.02.004		silverside	54	
1270	G.W.MG.02.005		silverside	62	
1271	G.W.MG.02.006		silverside	59	
1272	G.W.MG.02.007		silverside	55	
1273	G.W.MG.02.008		silverside	54	
1274	G.W.MG.02.009		silverside	57	
1275	G.W.MG.02.010		silverside	60	
1276	G.W.MG.02.011		silverside	58	
1277	G.W.MG.02.012		silverside	54	
1278	G.W.MG.02.013		silverside	58	
1279	G.W.MG.02.014		silverside	58	
1280	G.W.MG.02.015		silverside	55	
1281	G.W.MG.02.016		silverside	58	
1282	G.W.MG.02.017		silverside	55	
1283	G.W.MG.02.018		silverside	52	
1284	G.W.MG.02.019		silverside	60	looks damaged
1285	G.W.MG.02.020		silverside	57	
1286	G.W.MG.02.021		silverside	53	
1287	G.W.MG.03.001		silverside	54	
1288	G.W.MG.03.002		silverside	41	
1289	G.W.MG.03.003		silverside	49	
1290	G.W.MG.03.004		silverside	45	
1291	G.W.MG.03.005		silverside	41	
1292	G.W.MG.03.006		silverside	49	
1293	G.W.MG.03.007		silverside	48	
1294	G.W.MG.03.008		silverside	41	
1295	G.W.MG.03.009		silverside	50	
1296	G.W.MG.03.010		silverside	49	
1297	G.W.MG.03.011		silverside	49	
1298	G.W.MG.03.012		silverside	51	
1299	G.W.MG.03.013		silverside	71	
1300	G.W.MG.03.014		silverside	46	
1301	G.W.MG.03.015		silverside	48	
1302	G.W.SA.01.001		silverside	43	
1303	G.W.SA.01.002		silverside	50	
1304	G.W.SA.01.003		silverside	41	
1305	G.W.SA.01.004		silverside	39	
1306	G.W.SA.01.005		silverside	41	
1307	G.W.SA.01.006		silverside	42	
1308	G.W.SA.01.007		silverside	32	
1309	G.W.SA.01.008		silverside	36	
1310	G.W.SA.01.009		silverside	48	
1311	G.W.SA.01.010		silverside	37	
1312	G.W.SA.01.011		silverside	37	
1313	G.W.SA.01.012		silverside	34	
1314	G.W.SA.01.013		silverside	43	
1315	G.W.SA.01.014		silverside	42	
1316	G.W.SA.01.015		silverside	38	
1317	G.W.SA.01.016		silverside	40	
1318	G.W.SA.01.017		silverside	44	
1319	G.W.SA.01.018		silverside	40	
1320	G.W.SA.01.019		silverside	32	
1321	G.W.SA.01.020		silverside	40	
1322	G.W.SA.02.001		silverside	42	
1323	G.W.SA.02.002		silverside	54	
1324	G.W.SA.02.003		silverside	50	
1325	G.W.SA.02.004		silverside	57	
1326	G.W.SA.02.005		silverside	38	
1327	G.W.SA.02.006		silverside	47	
1328	G.W.SA.02.007		silverside	40	
1329	G.W.SA.02.008		silverside	54	
1330	G.W.SA.02.009		silverside	39	
1331	G.W.SA.02.010		silverside	47	
1332	G.W.SA.02.011		silverside	48	
1333	G.W.SA.02.012		silverside	55	
1334	G.W.SA.02.013		silverside	42	
1335	G.W.SA.02.014		silverside	48	
1336	G.W.SA.02.015		silverside	48	
1337	G.W.SA.02.016		silverside	46	
1338	G.W.SA.02.017		silverside	49	
1339	G.W.SA.03.001		silverside	53	
1340	G.W.SA.03.002		silverside	49	
1341	G.W.SA.03.003		silverside	45	
1342	G.W.SA.03.004		silverside		
1343	G.W.SA.03.005		silverside		
1344	G.W.SA.03.006		silverside		
1345	G.W.SA.03.007		silverside		
1346	G.W.SA.03.008		silverside	51	
1347	G.W.SA.03.009		silverside	42	
1348	G.W.SA.03.010		silverside	37	
1349	G.W.SA.03.011		silverside	45	
1350	G.W.SA.03.012		silverside	48	
1351	G.W.SA.03.013		silverside	47	
1352	G.W.SA.03.014		silverside	47	
1353	G.W.SA.03.015		silverside	42	
1354	G.W.SA.03.016		silverside	42	
1355	G.W.SA.03.017		silverside	39	
1356	G.W.SA.03.018		silverside	45	
1357	G.W.SA.03.019		silverside	40	
1358	G.W.SA.03.020		silverside	43	
1359	G.W.BF.01.001		silverside	37	
1360	G.W.BF.01.002		silverside	53	
1361	G.W.BF.01.003		silverside	22	
1362	G.W.BF.01.004		silverside	25	
1363	G.W.BF.01.005		silverside	21	has a little guts coming out
1364	G.W.BF.01.006		silverside	23	
1365	G.W.BF.01.007		silverside	22	
1366	G.W.BF.01.008		silverside	23	guts coming out
1367	G.W.BF.01.009		silverside	22	
1368	G.W.BF.01.010		silverside	22	
1369	G.W.BF.01.011		silverside	25	
1370	G.W.BF.01.012		silverside	23	
1371	G.W.BF.01.013		silverside	20	
1372	G.W.BF.01.014		silverside	22	
1373	G.W.BF.01.015		silverside	28	
1374	G.W.BF.01.016		silverside	21	
1375	G.W.BF.01.017		silverside	24	
1376	G.W.BF.01.018		silverside	20	guts coming out
1377	G.W.BF.01.019		silverside	21	
1378	G.W.BF.01.020		silverside	27	
1379	G.W.BF.01.021		bay anchovy	53	
1380	G.W.BF.01.022		bay anchovy	48	
1381	G.W.BF.01.023		bay anchovy	46	
1382	G.W.BF.01.024		bay anchovy	47	
1383	G.W.BF.02.001		silverside	15	
1384	G.W.BF.02.002		silverside	25	guts leaking
1385	G.W.BF.02.003		silverside	40	
1386	G.W.BF.02.004		silverside	44	eggs?
1387	G.W.BF.02.005		silverside	26	
1388	G.W.BF.02.006		silverside	51	
1389	G.W.BF.02.007		silverside	38	
1390	G.W.BF.02.008		silverside	22	
1391	G.W.BF.02.009		silverside	43	guts
1392	G.W.BF.02.010		silverside	23	
1393	G.W.BF.02.011		silverside	24	guts
1394	G.W.BF.02.012		silverside	49	maybe a little guts
1395	G.W.BF.02.013		silverside	22	
1396	G.W.BF.02.014		silverside	26	
1397	G.W.BF.02.015		silverside	23	
1398	G.W.BF.02.016		silverside	22	
1399	G.W.BF.02.017		silverside	26	
1400	G.W.BF.02.018		silverside	26	Dguts
1401	G.W.BF.02.019		silverside	23	
1402	G.W.BF.02.020		silverside	23	Dguts
1403	G.W.BF.03.001		silverside	23	
1404	G.W.BF.03.002		silverside	21	
1405	G.W.BF.03.003		silverside	21	
1406	G.W.BF.03.004		silverside	20	
1407	G.W.BF.03.005		bay anchovy	27	
1408	G.W.BF.03.006		bay anchovy	41	
1409	G.W.BF.03.007		bay anchovy	47	
1410	G.W.BF.03.008		bay anchovy	46	
1411	G.W.BF.03.009		bay anchovy	50	
1412	G.W.BF.03.010		bay anchovy	34	
1413	G.W.BF.03.011		bay anchovy	49	
1414	G.W.BF.03.012		bay anchovy	48	
1415	G.W.BF.03.013		bay anchovy	33	
1416	G.W.BF.03.014		bay anchovy	40	
1417	G.W.BF.03.015		bay anchovy	44	
1418	G.W.BF.03.016		bay anchovy	50	
1419	G.W.BF.03.017		bay anchovy	55	
1420	G.W.BF.03.018		bay anchovy	55	
1421	G.W.BF.03.019		bay anchovy	45	
1422	G.W.BF.03.020		bay anchovy	43	
1423	G.W.BF.03.021		bay anchovy	40	
1424	G.W.BF.03.022		bay anchovy	43	
1425	G.W.BF.03.023			44	
1426	G.W.BF.03.024		bay anchovy	49	
1427	G.W.BF.01.025		rainwater killifish	23	
1428	G.W.BF.01.026		lucania parva	31	
1429	G.W.BF.01.027		lucania parva	36	
1430	G.W.BF.01.028		lucania parva	24	
1431	G.W.BF.01.029		lucania parva	27	
1432	G.W.BF.01.030		lucania parva	33	
1433	G.W.BF.01.031		lucania parva	37	
1434	G.W.BF.01.032		lucania parva	25	
1435	G.W.BF.01.033		lucania parva	36	
1436	G.W.BF.01.034		lucania parva	47	
1437	G.W.BF.01.035		lucania parva	32	
1438	G.W.BF.01.036		lucania parva	35	
1439	G.W.BF.01.037		lucania parva	33	
1440	G.W.BF.01.038		lucania parva	33	
1441	G.W.BF.01.039		lucania parva	24	
1442	G.W.BF.01.040		lucania parva	28	
1443	G.W.BF.01.041		lucania parva	31	
1444	G.W.BF.01.042		lucania parva	20	
1445	G.W.BF.01.043		lucania parva	37	
1446	G.W.BF.01.044		lucania parva	33	
1447	G.W.BF.01.045		lucania parva	23	
1448	G.W.BF.01.046		gulf killifish	36	reID
1449	G.W.BF.01.047		gulf killifish	32	reID
1450	G.W.BF.01.048		gulf killifish	35	reID
1451	G.W.BF.01.049		gulf killifish	23	reID
1452	G.W.BF.01.050		gulf killifish	24	reID
1453	G.W.BF.01.051		gulf killifish	33	reID
1454	G.W.BF.01.052		sheepshead minnow	23	
1455	G.W.BF.01.053		pinfish	39	
1456	G.W.BF.01.054		pinfish	31	
1457	G.W.BF.01.055		pinfish	38	
1458	G.W.BF.01.056		pinfish	43	
1459	G.W.BF.01.057		pinfish	38	
1460	G.W.BF.01.058		pinfish	40	
1461	G.W.BF.01.059		pinfish	43	
1462	G.W.BF.01.060		pinfish	43	
1463	G.W.BF.01.061		pinfish	30	
1464	G.W.BF.01.062		pinfish	42	
1465	G.W.BF.01.063		pinfish	40	tail is broken
1466	G.W.BF.01.064		pinfish	40	
1467	G.W.BF.01.065		pinfish	47	
1468	G.W.BF.01.066		pinfish	33	
1469	G.W.BF.01.067		pinfish	48	
1470	G.W.BF.01.068		pinfish	41	
1471	G.W.BF.01.069		pinfish	37	
1472	G.W.BF.01.070		pinfish	45	
1473	G.W.BF.01.071		pinfish	46	
1474	G.W.BF.01.072		pinfish	40	
1475	G.W.BF.02.035		sheepshead minnow	39	
1476	G.W.BF.02.036		pinfish	35	
1477	G.W.BF.02.037		pinfish	33	
1478	G.W.BF.02.038		pinfish	42	
1479	G.W.BF.02.039		pinfish	39	
1480	G.W.BF.02.040		pinfish	34	
1481	G.W.BF.02.041		pinfish	41	
1482	G.W.BF.02.042		pinfish	45	
1483	G.W.BF.02.043		pinfish	35	
1484	G.W.BF.02.044		pinfish	34	
1485	G.W.BF.02.045		pinfish	37	
1486	G.W.BF.02.046		pinfish	35	
1487	G.W.BF.02.047		pinfish	37	
1488	G.W.BF.02.048		pinfish	38	
1489	G.W.BF.02.049		pinfish	31	
1490	G.W.BF.02.050		pinfish	36	
1491	G.W.BF.02.051		pinfish	38	
1492	G.W.BF.02.052		pinfish	33	
1493	G.W.BF.02.053		pinfish	39	
1494	G.W.AR.02.024		sheepshead minnow	29	
1495	G.W.AR.01.022		pinfish	25	
1496	G.W.AR.01.023		pinfish	26	
1497	G.W.AR.01.024		pinfish	29	
1498	G.W.AR.01.025		pinfish	16	
1499	G.W.AR.01.026		pinfish	17	
1500	G.W.AR.01.027		pinfish	26	
1501	G.W.AR.01.028		pinfish	22	
1502	G.W.AR.01.029		pinfish	25	
1503	G.W.AR.01.030		pinfish	25	
1504	G.W.AR.01.031		pinfish	23	
1505	G.W.AR.01.032		pinfish	26	
1506	G.W.AR.01.033		pinfish	24	
1507	G.W.AR.01.034		pinfish	24	
1508	G.W.AR.02.025		pinfish	26	
1509	G.W.AR.02.026		pinfish	26	
1510	G.W.AR.02.027		pinfish	34	
1511	G.W.AR.02.028		pinfish	27	
1512	G.W.AR.02.029		pinfish	27	
1513	G.W.AR.02.030		pinfish	36	
1514	G.W.AR.02.031		pinfish	37	
1515	G.W.AR.02.032		pinfish	32	
1516	G.W.AR.02.033		pinfish	32	
1517	G.W.AR.02.034		pinfish	27	
1518	G.W.AR.02.035		pinfish	29	
1519	G.W.AR.02.036		pinfish	37	
1520	G.W.AR.02.037		pinfish	25	
1521	G.W.AR.02.038		pinfish	28	
1522	G.W.AR.02.039		pinfish	22	
1523	G.W.AR.02.040		pinfish	23	
1524	G.W.AR.02.041		pinfish	26	
1525	G.W.AR.02.042		pinfish	25	
1526	G.W.AR.02.043		pinfish	26	
1527	G.W.AR.02.044		pinfish	27	
1528	G.W.AR.02.045		pinfish	29	
1529	G.W.AR.02.046		pinfish	29	
1530	G.W.AR.03.021		pinfish	25	
1531	G.W.AR.03.022		pinfish	30	
1532	G.W.AR.03.023		pinfish	26	
1533	G.W.AR.03.024		pinfish	20	
1534	G.W.AR.03.025		pinfish	31	
1535	G.W.AR.03.026		pinfish	25	
1536	G.W.AR.03.027		pinfish	25	
1537	G.W.AR.03.028		pinfish	26	
1538	G.W.AR.03.029		pinfish	26	
1539	G.W.AR.03.030		pinfish	28	
1540	G.W.AR.03.031		pinfish	28	
1541	G.W.AR.03.032		pinfish	28	
1542	G.W.AR.03.033		pinfish	32	
1543	G.W.AR.03.034		pinfish	23	
1544	G.W.AR.03.035		pinfish	25	
1545	G.W.AR.03.036		pinfish	26	
1546	G.W.MG.01.021		pinfish	19	
1547	G.W.MG.01.022		pinfish	37	
1548	G.W.MG.01.023		pinfish	48	
1549	G.W.MG.01.024		pinfish	50	
1550	G.W.MG.01.025		pinfish	39	
1551	G.W.MG.01.026		pinfish	37	
1552	G.W.MG.01.027		pinfish	37	
1553	G.W.MG.01.028		pinfish	41	
1554	G.W.MG.01.029		pinfish	37	
1555	G.W.MG.01.030		pinfish	39	
1556	G.W.MG.01.031		pinfish	35	
1557	G.W.MG.01.032		pinfish	22	
1558	G.W.MG.01.033		pinfish	22	
1559	G.W.MG.01.034		pinfish	26	
1560	G.W.MG.01.035		pinfish	34	
1561	G.W.MG.01.036		pinfish	33	
1562	G.W.MG.01.037		pinfish	34	
1563	G.W.MG.01.038		pinfish	36	
1564	G.W.MG.01.039		pinfish	37	
1565	G.W.MG.01.040		pinfish	26	
1566	G.W.MG.02.022		pinfish	39	
1567	G.W.MG.02.023		pinfish	15	
1568	G.W.MG.02.024		pinfish	26	
1569	G.W.MG.02.025		pinfish	34	
1570	G.W.MG.02.026		pinfish	34	
1571	G.W.MG.02.027		pinfish	29	
1572	G.W.MG.02.028		pinfish	26	
1573	G.W.MG.02.029		pinfish	25	
1574	G.W.MG.02.030		pinfish	25	
1575	G.W.MG.02.031		pinfish	25	
1576	G.W.MG.02.032		pinfish	36	
1577	G.W.MG.02.033		pinfish	36	
1578	G.W.MG.02.034		pinfish	38	
1579	G.W.MG.02.035		pinfish	37	
1580	G.W.MG.02.036		pinfish	39	
1581	G.W.MG.02.037		pinfish	32	
1582	G.W.MG.02.038		pinfish	25	
1583	G.W.MG.02.039		pinfish	24	
1584	G.W.MG.02.040		pinfish	32	
1585	G.W.MG.02.041		pinfish	24	
1586	G.W.MG.02.042		pinfish	30	
1587	G.W.MG.02.043		pinfish	28	
1588	G.W.MG.02.044		pinfish	34	
1589	G.W.MG.02.045		pinfish	40	poop
1590	G.W.MG.03.016		pinfish	36	
1591	G.W.MG.03.017		pinfish	30	poop
1592	G.W.MG.03.018		pinfish	27	
1593	G.W.MG.03.019		pinfish	30	
1594	G.W.MG.03.020		pinfish	32	
1595	G.W.MG.03.021		pinfish	37	
1596	G.W.SA.01.021		pinfish	32	
1597	G.W.SA.01.022		pinfish	27	
1598	G.W.SA.01.023		pinfish	32	
1599	G.W.SA.01.024		pinfish	33	
1600	G.W.SA.01.025		pinfish	33	
1601	G.W.SA.01.026		pinfish	32	
1602	G.W.SA.01.027		pinfish	36	
1603	G.W.SA.01.028		pinfish	32	
1604	G.W.SA.01.029		pinfish	33	
1605	G.W.SA.01.030		pinfish	31	
1606	G.W.SA.01.031		pinfish	40	
1607	G.W.SA.01.032		pinfish	30	
1608	G.W.SA.01.033		pinfish	27	
1609	G.W.SA.01.034		pinfish	34	
1610	G.W.SA.01.035		pinfish	33	
1611	G.W.SA.01.036		pinfish	30	
1612	G.W.SA.01.037		pinfish	33	
